rowid,dataset,_link,_link_activity,_link_activity_label,prefix,iatiidentifier,reportingorg_ref,ref,locationreach_code,locationreach_codename,name_narrative,description_narrative,activitydescription_narrative,administrative,point_srsName,point_pos,exactness_code,exactness_codename,locationclass,locationclass_code,locationclass_codename,featuredesignation_code,featuredesignation_codename,percentage,recipientcountry_codename,Sector
532794,iadb-bo,289085.location.1,289085,289085,iadb,XI-IATI-IADB-BO-L1188,XI-IATI-IADB,,1,Activity,"Bolivia, CASA GRANDE DEL PUEBLO P18, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-31.186165722573, -64.469591716523",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENVIRONMENT AND NATURAL DISASTERS
532788,iadb-bb,288331.location.0,288331,288331,iadb,XI-IATI-IADB-BA-L1060,XI-IATI-IADB,,1,Activity,"Barbados, GOVERNMENT HEADQUARTERS, BAY STREET, BRIDGETOWN",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"13.089467790075, -59.608731845583",2,Approximate,,,,PPLC,capital of a political entity,,Barbados,SOCIAL INVESTMENT
532789,iadb-bb,288332.location.0,288332,288332,iadb,XI-IATI-IADB-BA-L1035,XI-IATI-IADB,,1,Activity,"Barbados, PINE EAST/WEST BOULEVARD, P.O.BOX 25, BRIDGETOWN",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"13.098072515833, -59.594065835644",2,Approximate,,,,PPLC,capital of a political entity,,Barbados,TRANSPORT
532790,iadb-bb,288334.location.0,288334,288334,iadb,XI-IATI-IADB-BA-L1034,XI-IATI-IADB,,1,Activity,"Barbados,Bridgetown",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"13.0986746, -59.61295186",2,Approximate,,,,PPLC,capital of a political entity,,Barbados,FINANCIAL MARKETS
532791,iadb-bb,288335.location.0,288335,288335,iadb,XI-IATI-IADB-BA-L1051,XI-IATI-IADB,,1,Activity,"Barbados, TOM ADAMS FINANCIAL CENTRE, SPRY STREET, BRIDGETOWN",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"13.09869000134, -59.613374965085",2,Approximate,,,,PPLC,capital of a political entity,,Barbados,FINANCIAL MARKETS
532792,iadb-bb,288337.location.0,288337,288337,iadb,XI-IATI-IADB-BA-L1046,XI-IATI-IADB,,1,Activity,"Barbados, LEVEL 3 AND 4 BAOBAB TOWER, WARRENS, BRIDGETOWN",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"13.112, -59.61269",2,Approximate,,,,PPLC,capital of a political entity,,Barbados,REFORM / MODERNIZATION OF THE STATE
532793,iadb-bb,288339.location.0,288339,288339,iadb,XI-IATI-IADB-BA-L1025,XI-IATI-IADB,,1,Activity,"Barbados, TRINITY BUSINESS CENTRE INC., COUNTRY ROAD, BRIDGETOWN",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"13.105386710686, -59.611472760635",2,Approximate,,,,PPLC,capital of a political entity,,Barbados,ENERGY
532795,iadb-bo,289086.location.0,289086,289086,iadb,XI-IATI-IADB-BO-L1118,XI-IATI-IADB,,1,Activity,"Bolivia,Lago",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-11.4561075, -68.6390637",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532796,iadb-bo,289088.location.0,289088,289088,iadb,XI-IATI-IADB-BO-L1043,XI-IATI-IADB,,1,Activity,"Bolivia,Cochabamba",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.3936114, -66.1568983",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532797,iadb-bo,289092.location.0,289092,289092,iadb,XI-IATI-IADB-BO-L1190,XI-IATI-IADB,,1,Activity,"Bolivia,Oruro",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-18.666667, -67.666667",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532798,iadb-bo,289092.location.1,289092,289092,iadb,XI-IATI-IADB-BO-L1190,XI-IATI-IADB,,1,Activity,"Bolivia,Oruro,Oruro",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.9698363, -67.1148341",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532799,iadb-bo,289092.location.2,289092,289092,iadb,XI-IATI-IADB-BO-L1190,XI-IATI-IADB,,1,Activity,"Bolivia,Oruro,San Ignacio",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.97744315, -67.1032775885101",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532800,iadb-bo,289092.location.3,289092,289092,iadb,XI-IATI-IADB-BO-L1190,XI-IATI-IADB,,1,Activity,"Bolivia,Potos ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-20.666667, -66.666667",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532801,iadb-bo,289092.location.4,289092,289092,iadb,XI-IATI-IADB-BO-L1190,XI-IATI-IADB,,1,Activity,"Bolivia,Potos ,San Ignacio",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-19.3499408, -65.3346807",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532802,iadb-bo,289092.location.5,289092,289092,iadb,XI-IATI-IADB-BO-L1190,XI-IATI-IADB,,1,Activity,"Bolivia,San Ignacio",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-10.8094283, -66.4171045",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532803,iadb-bo,289092.location.6,289092,289092,iadb,XI-IATI-IADB-BO-L1190,XI-IATI-IADB,,1,Activity,"Bolivia,San Ignacio de Velasco",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.3738881, -60.9598466",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532804,iadb-bo,289094.location.0,289094,289094,iadb,XI-IATI-IADB-BO-L1209,XI-IATI-IADB,,1,Activity,"Bolivia, AV. MARISCAL SANTA CRUZ EDIF. CENTRO DE COMUNICACIONES, PISO, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"4.81114, -75.68949",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532805,iadb-bo,289097.location.0,289097,289097,iadb,XI-IATI-IADB-BO0223,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.4955455, -68.1336229",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532806,iadb-bo,289097.location.1,289097,289097,iadb,XI-IATI-IADB-BO0223,XI-IATI-IADB,,1,Activity,"Bolivia,San Pedro",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-18.0517099, -63.3733531",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532807,iadb-bo,289099.location.0,289099,289099,iadb,XI-IATI-IADB-BO-L1028,XI-IATI-IADB,,1,Activity,"Bolivia,El Alto",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.5048228, -68.1624337",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532808,iadb-bo,289099.location.1,289099,289099,iadb,XI-IATI-IADB-BO-L1028,XI-IATI-IADB,,1,Activity,"Bolivia,Incahuasi",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-20.2431202, -67.6255614",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532809,iadb-bo,289099.location.2,289099,289099,iadb,XI-IATI-IADB-BO-L1028,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.4955455, -68.1336229",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532810,iadb-bo,289102.location.0,289102,289102,iadb,XI-IATI-IADB-BO-L1198,XI-IATI-IADB,,1,Activity,"Bolivia, CALLE VICTOR SANJINES NO 2678EDI, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.517793452312, -68.12761208054",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),HEALTH
532811,iadb-bo,289102.location.1,289102,289102,iadb,XI-IATI-IADB-BO-L1198,XI-IATI-IADB,,1,Activity,"Bolivia, PLAZA DEL ESTUDIANTE ESQ CANADA ST, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-10.82412, -65.3604",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),HEALTH
532812,iadb-bo,289103.location.0,289103,289103,iadb,XI-IATI-IADB-BO-L1067,XI-IATI-IADB,,1,Activity,"Bolivia, AV. BELISARIO SALINAS ESQ. PRESBITERO MEDINA NO. 354, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"14.06667, -88.05",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),HEALTH
532813,iadb-bo,289103.location.1,289103,289103,iadb,XI-IATI-IADB-BO-L1067,XI-IATI-IADB,,1,Activity,"Bolivia, PLAZA DEL ESTUDIANTE, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-10.82412, -65.3604",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),HEALTH
532814,iadb-bo,289104.location.0,289104,289104,iadb,XI-IATI-IADB-BO-L1101,XI-IATI-IADB,,1,Activity,"Bolivia, CENTRO DE COMUNICACIONES LA PAZ, PISO 11 - AV. MARISCAL SANT, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"6.17848, -73.58948",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),REFORM / MODERNIZATION OF THE STATE
532815,iadb-bo,289107.location.0,289107,289107,iadb,XI-IATI-IADB-BO-L1076,XI-IATI-IADB,,1,Activity,"Bolivia,Cobija",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-11.0184614, -68.7538149",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532816,iadb-bo,289107.location.1,289107,289107,iadb,XI-IATI-IADB-BO-L1076,XI-IATI-IADB,,1,Activity,"Bolivia,Trinidad",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.8349438, -64.9044936",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532817,iadb-bo,289108.location.0,289108,289108,iadb,XI-IATI-IADB-BO-L1200,XI-IATI-IADB,,1,Activity,"Bolivia,Santa Cruz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.333333, -61.5",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532818,iadb-bo,289111.location.0,289111,289111,iadb,XI-IATI-IADB-BO0216,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.4955455, -68.1336229",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),URBAN DEVELOPMENT AND HOUSING
532819,iadb-bo,289113.location.0,289113,289113,iadb,XI-IATI-IADB-BO-L1071,XI-IATI-IADB,,1,Activity,"Bolivia,Cochabamba,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.3849291, -66.1581533",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),EDUCATION
532820,iadb-bo,289113.location.1,289113,289113,iadb,XI-IATI-IADB-BO-L1071,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz,Cochabamba",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.8497943, -65.3475376",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),EDUCATION
532821,iadb-bo,289113.location.2,289113,289113,iadb,XI-IATI-IADB-BO-L1071,XI-IATI-IADB,,1,Activity,"Bolivia,Santa Cruz,El Alto",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-33.6147928, -70.5835097",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),EDUCATION
532822,iadb-bo,289115.location.0,289115,289115,iadb,XI-IATI-IADB-BO-L1186,XI-IATI-IADB,,1,Activity,"Bolivia,Bermejo",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-22.7327163, -64.3427757",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532823,iadb-bo,289115.location.1,289115,289115,iadb,XI-IATI-IADB-BO-L1186,XI-IATI-IADB,,1,Activity,"Bolivia,Mairana",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-18.1193379, -63.9563621",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532824,iadb-bo,289116.location.0,289116,289116,iadb,XI-IATI-IADB-BO-L1102,XI-IATI-IADB,,1,Activity,"Bolivia, AV. MARISCAL SANTA CRUZ EDIF. CENTRO DE COMUNICACIONES, PISO, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"4.81114, -75.68949",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532825,iadb-bo,289117.location.0,289117,289117,iadb,XI-IATI-IADB-BO0200,XI-IATI-IADB,,1,Activity,"Bolivia,Caranavi",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-15.6946194, -67.39206985",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532826,iadb-bo,289117.location.1,289117,289117,iadb,XI-IATI-IADB-BO0200,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.4955455, -68.1336229",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532827,iadb-bo,289118.location.0,289118,289118,iadb,XI-IATI-IADB-BO-L1093,XI-IATI-IADB,,1,Activity,"Bolivia,El Alto",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.5048228, -68.1624337",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532828,iadb-bo,289118.location.1,289118,289118,iadb,XI-IATI-IADB-BO-L1093,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.4955455, -68.1336229",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532829,iadb-bo,289119.location.0,289119,289119,iadb,XI-IATI-IADB-BO-L1225,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.4955455, -68.1336229",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532830,iadb-bo,289119.location.1,289119,289119,iadb,XI-IATI-IADB-BO-L1225,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.4955455, -68.1336229",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532831,iadb-bo,289120.location.0,289120,289120,iadb,XI-IATI-IADB-BO-L1095,XI-IATI-IADB,,1,Activity,"Bolivia, AV. MARISCAL SANTA CRUZ EDIF. CENTRO DE COMUNICACIONES, PISO, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"4.81114, -75.68949",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532832,iadb-bo,289121.location.0,289121,289121,iadb,XI-IATI-IADB-BO-L1182,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.4955455, -68.1336229",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),SUSTAINABLE TOURISM
532833,iadb-bo,289122.location.0,289122,289122,iadb,XI-IATI-IADB-BO-L1039,XI-IATI-IADB,,1,Activity,"Bolivia,Eduardo Avaroa",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-18.9184389, -66.6824806",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),SUSTAINABLE TOURISM
532834,iadb-bo,289122.location.1,289122,289122,iadb,XI-IATI-IADB-BO-L1039,XI-IATI-IADB,,1,Activity,"Bolivia,Sajama",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-18.1081113, -68.8830426",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),SUSTAINABLE TOURISM
532835,iadb-bo,289122.location.2,289122,289122,iadb,XI-IATI-IADB-BO-L1039,XI-IATI-IADB,,1,Activity,"Bolivia,Uyuni",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-20.46060285, -66.82436382",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),SUSTAINABLE TOURISM
532836,iadb-bo,289123.location.0,289123,289123,iadb,XI-IATI-IADB-BO-L1078,XI-IATI-IADB,,1,Activity,"Bolivia,El Alto",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.5048228, -68.1624337",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),HEALTH
532837,iadb-bo,289123.location.1,289123,289123,iadb,XI-IATI-IADB-BO-L1078,XI-IATI-IADB,,1,Activity,"Bolivia,Potos ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-20.666667, -66.666667",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),HEALTH
532838,iadb-bo,289123.location.2,289123,289123,iadb,XI-IATI-IADB-BO-L1078,XI-IATI-IADB,,1,Activity,"Bolivia,Potos ,El Alto",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.57757505, -68.1968653724594",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),HEALTH
532839,iadb-bo,289123.location.3,289123,289123,iadb,XI-IATI-IADB-BO-L1078,XI-IATI-IADB,,1,Activity,"Bolivia,Potos ,Potos ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-19.5892896, -65.7534713",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),HEALTH
532840,iadb-bo,289124.location.0,289124,289124,iadb,XI-IATI-IADB-BO-L1082,XI-IATI-IADB,,1,Activity,"Bolivia,El Alto",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.5048228, -68.1624337",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),HEALTH
532841,iadb-bo,289125.location.0,289125,289125,iadb,XI-IATI-IADB-BO-L1079,XI-IATI-IADB,,1,Activity,"Bolivia,El Alto",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.5048228, -68.1624337",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532842,iadb-bs,289126.location.0,289126,289126,iadb,XI-IATI-IADB-BH-L1055,XI-IATI-IADB,,1,Activity,"Bahamas, POINCIANA HILL BUILDING, MEETING STREET P.O.BOX N-3730, NASSAU",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"25.07370082481, -77.34915952871",2,Approximate,,,,PPLC,capital of a political entity,,Bahamas (the),HEALTH
532843,iadb-bs,289128.location.0,289128,289128,iadb,XI-IATI-IADB-BH-L1035,XI-IATI-IADB,,1,Activity,"Bahamas, CECIL WALLACE-WHITFIELD CENTRE, WEST BAY STREET, NASSAU",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"25.06603774766, -77.466063128439",2,Approximate,,,,PPLC,capital of a political entity,,Bahamas (the),REFORM / MODERNIZATION OF THE STATE
532844,iadb-bs,289129.location.0,289129,289129,iadb,XI-IATI-IADB-BH-L1053,XI-IATI-IADB,,1,Activity,"Bahamas, POINCIANA HILL BUILDING, MEETING STREET P.O.BOX N-3730, NASSAU",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"25.07370082481, -77.34915952871",2,Approximate,,,,PPLC,capital of a political entity,,Bahamas (the),HEALTH
532845,iadb-bs,289130.location.0,289130,289130,iadb,XI-IATI-IADB-BH-L1033,XI-IATI-IADB,,1,Activity,"Bahamas,New Providence",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"25.1943588, -77.2953296689031",2,Approximate,,,,PPLC,capital of a political entity,,Bahamas (the),SOCIAL INVESTMENT
532846,iadb-bs,289132.location.0,289132,289132,iadb,XI-IATI-IADB-BH-L1041,XI-IATI-IADB,,1,Activity,"Bahamas, JOHN F. KENNEDY DRIVE & BETHEL AVE., NASSAU",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"25.060149992378, -77.376620004595",2,Approximate,,,,PPLC,capital of a political entity,,Bahamas (the),TRANSPORT
532847,iadb-bs,289133.location.0,289133,289133,iadb,XI-IATI-IADB-BH-L1028,XI-IATI-IADB,,1,Activity,"Bahamas,New Providence",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"25.1943588, -77.29532967",2,Approximate,,,,PPLC,capital of a political entity,,Bahamas (the),WATER AND SANITATION
532848,iadb-bs,289135.location.0,289135,289135,iadb,XI-IATI-IADB-BH-L1050,XI-IATI-IADB,,1,Activity,"Bahamas,Nassau",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"25.0733956, -77.33967329",2,Approximate,,,,PPLC,capital of a political entity,,Bahamas (the),PRIVATE FIRMS AND SME DEVELOPMENT
532849,iadb-bs,289137.location.0,289137,289137,iadb,XI-IATI-IADB-BH-L1049,XI-IATI-IADB,,1,Activity,"Bahamas, CECIL WALLACE-WHITFIELD CENTRE, WEST BAY STREET, NASSAU",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"25.06603774766, -77.466063128439",2,Approximate,,,,PPLC,capital of a political entity,,Bahamas (the),FINANCIAL MARKETS
532850,iadb-bs,289138.location.0,289138,289138,iadb,XI-IATI-IADB-BH-L1043,XI-IATI-IADB,,1,Activity,"Bahamas,East Grand Bahama",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"26.68442465, -78.0181975789018",2,Approximate,,,,PPLC,capital of a political entity,,Bahamas (the),ENVIRONMENT AND NATURAL DISASTERS
532851,iadb-bs,289138.location.1,289138,289138,iadb,XI-IATI-IADB-BH-L1043,XI-IATI-IADB,,1,Activity,"Bahamas,Long Island",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"23.26824965, -75.0963399011345",2,Approximate,,,,PPLC,capital of a political entity,,Bahamas (the),ENVIRONMENT AND NATURAL DISASTERS
532852,iadb-bs,289138.location.2,289138,289138,iadb,XI-IATI-IADB-BH-L1043,XI-IATI-IADB,,1,Activity,"Bahamas,New Providence",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"25.1943588, -77.2953296689031",2,Approximate,,,,PPLC,capital of a political entity,,Bahamas (the),ENVIRONMENT AND NATURAL DISASTERS
532853,iadb-bs,289141.location.0,289141,289141,iadb,XI-IATI-IADB-BH-L1045,XI-IATI-IADB,,1,Activity,"Bahamas, 3RD FLOOR CAMPBELL MARITIME CENTRE, NASSAU",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"25.060616154781, -77.323812032039",2,Approximate,,,,PPLC,capital of a political entity,,Bahamas (the),REFORM / MODERNIZATION OF THE STATE
532854,iadb-bs,289141.location.1,289141,289141,iadb,XI-IATI-IADB-BH-L1045,XI-IATI-IADB,,1,Activity,"Bahamas, SIR CECIL WALLACE WHITFIELD CENTRE, NASSAU",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"37.82032, -94.32189",2,Approximate,,,,PPLC,capital of a political entity,,Bahamas (the),REFORM / MODERNIZATION OF THE STATE
532855,iadb-bs,289143.location.0,289143,289143,iadb,XI-IATI-IADB-BH-L1027,XI-IATI-IADB,,1,Activity,"Bahamas,Exuma",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"23.9685, -76.17990487",2,Approximate,,,,PPLC,capital of a political entity,,Bahamas (the),TRANSPORT
532856,iadb-bs,289143.location.1,289143,289143,iadb,XI-IATI-IADB-BH-L1027,XI-IATI-IADB,,1,Activity,"Bahamas,North Eleuthera",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"25.3776694, -76.78426554",2,Approximate,,,,PPLC,capital of a political entity,,Bahamas (the),TRANSPORT
